0.000000,0.000004,0.000220,0.004183,0.003727,0.268867,0.134179,3.011374,6.228017,3.058422,4.308635,0.125250,4.382096,1.602097,0.041184
0.000000,0.000006,0.000116,0.008220,0.030000,0.037652,0.782947,1.363361,4.745447,6.076084,14.194006,13.106678,2.904285,2.430022,0.619182
0.000000,0.000021,0.000639,0.018562,0.126726,0.344013,2.397663,2.314811,4.014337,2.466565,13.618476,12.421470,3.005894,2.939772,0.604639
0.000000,0.000003,0.000008,0.004661,0.004176,0.066300,0.600476,0.030067,1.750603,1.027642,3.678273,0.670729,3.985234,0.809123,0.040816
0.000000,0.000011,0.000268,0.012007,0.052957,0.143603,1.771973,0.562361,3.125437,3.580548,14.468400,8.196194,0.695658,1.950984,0.431040
0.000000,0.000006,0.000046,0.008908,0.020784,0.020560,0.951178,1.233088,0.735368,1.073702,3.963516,2.297975,5.946415,0.492755,0.237036
0.000000,0.000011,0.000084,0.007725,0.010025,0.143015,0.217676,3.986672,9.224357,9.365662,17.482885,11.755394,0.579605,1.607806,0.189192
0.000000,0.000003,0.000186,0.007318,0.050359,0.147996,2.152944,2.686729,5.008260,9.774789,8.609727,6.768182,9.511880,1.332439,0.033890
0.000000,0.000009,0.000215,0.007436,0.043447,0.151473,0.967631,0.112343,3.308985,4.796476,10.900526,11.324376,1.804922,1.957620,0.527417
0.000000,0.000001,0.000044,0.007849,0.026495,0.051421,1.327863,0.832502,1.036490,6.786892,3.317251,4.550821,5.941174,0.927380,0.051943
0.000000,0.000004,0.000038,0.006824,0.028820,0.017131,1.715361,2.702649,6.738614,13.759784,13.328429,13.247925,12.286719,2.615426,0.147382
0.000000,0.000024,0.000835,0.020111,0.120645,0.484670,1.935513,0.022183,5.325128,15.469596,29.442069,25.742586,13.490365,5.089945,1.222450
0.000000,0.000012,0.000398,0.012968,0.078486,0.402724,2.236711,3.468422,7.210371,4.416087,1.375801,4.510400,0.755619,2.247082,0.521779
0.000000,0.000002,0.000065,0.005788,0.036333,0.138053,1.523456,1.739025,4.256522,6.359372,4.074174,2.966845,4.908226,0.347338,0.100701
0.000000,0.000012,0.000286,0.010759,0.026978,0.113013,0.126383,3.876260,10.707372,14.162713,19.563559,19.381493,2.050871,1.319121,0.442065
0.000000,0.000010,0.000281,0.009166,0.051813,0.221427,1.391343,0.334178,1.966682,4.442718,12.357708,11.874835,2.109849,2.724158,0.592127
0.000000,0.000028,0.000892,0.023861,0.148817,0.698060,3.552940,4.222704,6.489635,3.903024,6.357609,12.355396,0.287369,2.704260,0.694000
0.000000,0.000003,0.000108,0.008776,0.038065,0.221663,2.038903,2.481035,6.449174,13.425488,5.232817,3.877133,6.797813,0.793794,0.216318
0.000000,0.000002,0.000211,0.002371,0.000634,0.156339,0.202985,1.962535,3.740601,6.612099,9.508208,5.948865,2.166055,0.768194,0.245957
0.000000,0.000023,0.000660,0.017381,0.107259,0.354238,2.480852,2.395135,2.470289,0.339154,12.155111,13.543401,3.623183,2.495778,0.784988
0.000000,0.000006,0.000036,0.003755,0.006007,0.101437,0.187389,2.246118,5.910017,7.111215,12.601074,8.038212,2.254343,0.430498,0.138695
0.000000,0.000008,0.000182,0.009054,0.032662,0.016113,0.989966,1.151095,3.198597,9.082567,16.942569,12.546584,4.104782,2.569329,0.581302
0.000000,0.000005,0.000206,0.003686,0.001648,0.021554,1.447281,2.116029,5.209681,9.178570,7.035047,10.250130,10.074550,1.630510,0.080940
0.000000,0.000033,0.001211,0.026864,0.177741,0.747342,3.893572,5.581413,2.748088,2.602919,19.987703,28.145490,12.255456,6.379473,1.188134
0.000000,0.000008,0.000253,0.012139,0.094526,0.392714,2.686869,5.059463,8.899726,10.813612,0.082169,1.373548,1.733588,1.810684,0.463721
0.000000,0.000010,0.000345,0.002549,0.005823,0.082229,0.677609,0.892636,3.985473,9.887916,8.933324,13.233635,10.089525,2.345780,0.024785
0.000000,0.000018,0.000428,0.012506,0.061264,0.241211,1.579027,1.781242,1.096786,1.305648,3.927147,2.723421,3.797221,0.166067,0.221495
0.000000,0.000011,0.000286,0.014731,0.093290,0.307831,1.882314,1.591338,0.283250,1.749906,12.428302,14.584747,3.104592,2.560034,0.766652
0.000000,0.000003,0.000019,0.008133,0.015325,0.047330,0.872471,0.995833,1.379425,0.450976,2.380965,0.317691,4.288330,0.981895,0.104725
0.000000,0.000008,0.000235,0.009605,0.043518,0.084600,1.150543,0.717247,3.645039,8.833718,16.307811,16.651632,5.892992,2.979365,0.670532
0.000000,0.000007,0.000250,0.008006,0.047847,0.193180,1.614757,2.308558,3.347555,4.098267,2.023442,3.097092,0.732301,0.910252,0.378174
0.000000,0.000001,0.000063,0.004823,0.000682,0.141699,0.528251,0.610784,1.086100,2.941562,3.235235,0.487454,3.911732,0.775454,0.227744
0.000000,0.000002,0.000010,0.004852,0.004945,0.089195,0.392829,1.061221,3.017537,6.337543,14.048758,10.206046,2.517831,1.953580,0.415998
0.000000,0.000010,0.000243,0.009964,0.038027,0.124051,1.283950,0.141385,2.015499,0.650127,7.065337,4.592267,1.233975,0.534774,0.320979
0.000000,0.000018,0.000354,0.011453,0.076394,0.071171,1.070011,1.359883,2.679827,5.658744,10.176853,11.157041,0.218579,0.647394,0.362988
0.000000,0.000006,0.000338,0.003642,0.022200,0.283367,0.574369,1.829223,0.979070,5.642185,1.941107,8.646851,9.113245,1.951499,0.154357
0.000000,0.000005,0.000043,0.007583,0.006723,0.305942,0.312371,5.838409,11.212898,14.463019,18.458282,15.597161,0.337270,0.073509,0.318882
0.000000,0.000011,0.000233,0.010341,0.051860,0.183405,1.225419,0.209833,0.032042,4.081388,11.964873,9.826235,3.031097,2.147264,0.453755
0.000000,0.000004,0.000161,0.006802,0.000022,0.182253,0.652564,0.964970,0.795142,0.064025,0.813363,4.040415,10.519202,2.481497,0.226491
0.000000,0.000008,0.000216,0.007075,0.028333,0.099749,1.229917,0.435523,0.829982,0.567006,6.441263,7.423338,1.888018,1.050643,0.384696
0.000000,0.000001,0.000026,0.003560,0.018473,0.237605,0.210910,4.077772,5.151051,6.243522,11.235490,2.862927,2.072878,0.181294,0.167945
0.000000,0.000002,0.000004,0.006847,0.024050,0.035237,1.024635,0.437451,0.356595,3.812708,1.522943,0.216216,5.988173,1.351902,0.010908
0.000000,0.000024,0.000679,0.019762,0.091703,0.372851,2.357123,0.290601,5.694945,12.241714,29.467463,24.562575,11.939865,5.411783,1.064378
0.000000,0.000020,0.000453,0.017879,0.086018,0.327085,2.163009,1.742370,1.220011,2.193999,6.851977,13.776299,1.542051,1.942968,0.587387
0.000000,0.000000,0.000123,0.002743,0.011954,0.141462,0.309671,1.845494,1.733675,0.496561,1.192985,1.725557,4.895354,1.199054,0.024974
0.000000,0.000015,0.000498,0.017983,0.094287,0.376294,2.536551,1.409228,2.559230,8.650650,25.457420,28.936271,12.872989,6.424141,1.383722
0.000000,0.000005,0.000079,0.007749,0.012179,0.045177,0.867042,0.622741,1.807679,1.900816,3.894218,4.948257,2.044353,0.690588,0.233575
0.000000,0.000001,0.000081,0.004551,0.003429,0.165126,0.658951,1.565322,0.577102,1.243018,2.552533,4.234035,4.889649,1.012609,0.051015
0.000000,0.000000,0.000162,0.000129,0.023441,0.293264,0.190649,2.228126,5.456691,5.793055,10.949971,1.594911,6.351938,0.182992,0.060858
0.000000,0.000012,0.000315,0.011749,0.061403,0.199316,1.916031,0.931570,0.543993,1.910859,6.999954,2.968891,0.153294,1.099269,0.256744
0.000000,0.000009,0.000249,0.012116,0.075158,0.341655,1.980350,2.055461,3.960465,1.821018,6.128541,4.658079,0.259780,1.273562,0.414906
0.000000,0.000010,0.000262,0.013206,0.068800,0.362748,1.829081,2.210334,1.412939,3.186849,4.563571,3.391870,1.201246,1.020178,0.395867
0.000000,0.000001,0.000016,0.004897,0.000961,0.062806,0.703049,0.102950,0.632184,1.480983,0.601311,2.432560,3.628235,0.989217,0.029874
0.000000,0.000018,0.000580,0.017585,0.114829,0.274283,2.637383,1.433583,2.048083,0.630583,13.065276,10.794016,0.530440,1.147736,0.558605
0.000000,0.000010,0.000369,0.014507,0.082082,0.230111,1.936142,3.213607,5.176956,5.625223,2.562286,3.009951,3.215929,0.140076,0.275056
0.000000,0.000019,0.000537,0.017675,0.114355,0.496793,2.948782,4.410383,5.999658,5.072962,5.938727,9.039076,1.318463,2.506279,0.567743
0.000000,0.000003,0.000099,0.008397,0.017205,0.115236,1.268005,1.932549,3.141201,9.679369,7.164690,4.977259,8.283077,2.259214,0.052713
0.000000,0.000014,0.000426,0.013976,0.081084,0.231459,1.835167,1.844469,2.668886,0.784717,2.445267,4.055773,3.845909,0.840431,0.243767
0.000000,0.000006,0.000157,0.008813,0.028159,0.072929,1.108016,0.186620,0.308508,0.792875,6.803053,3.689999,0.383331,0.825026,0.333455
0.000000,0.000003,0.000067,0.007186,0.005043,0.138981,0.863895,1.183905,1.485318,2.119901,6.563547,0.678286,5.001111,1.350669,0.106992
0.000000,0.000003,0.000042,0.005082,0.006906,0.105864,0.848460,1.275481,0.758808,0.123599,1.788340,2.280457,6.497840,0.559020,0.052494
0.000000,0.000001,0.000049,0.004053,0.000886,0.117729,0.703604,2.135312,6.192530,9.274943,7.358463,9.445183,8.182045,1.519936,0.056823
0.000000,0.000019,0.000527,0.016202,0.082505,0.280313,2.082094,1.557320,0.552249,2.844056,11.395406,3.910504,3.324943,1.093589,0.384995
0.000000,0.000006,0.000121,0.008600,0.025924,0.000739,0.994526,0.190231,1.022110,2.896523,0.287103,4.383974,9.853333,1.355992,0.113030
0.000000,0.000037,0.001175,0.028320,0.217735,1.015862,4.471557,6.989662,9.925358,9.843504,8.823982,16.630579,7.042137,5.085553,0.968429
0.000000,0.000011,0.000492,0.000853,0.048532,0.424776,0.396970,3.095517,6.582298,7.571613,9.879235,5.312335,2.616314,0.102552,0.108789
0.000000,0.000002,0.000045,0.005340,0.023561,0.002731,0.824271,0.397690,1.642571,1.648010,2.000270,1.978924,2.389833,0.092386,0.214862
0.000000,0.000015,0.000472,0.011438,0.081294,0.355222,2.059201,2.481808,2.270995,1.062453,8.369003,9.336937,3.165582,1.978931,0.532417
0.000000,0.000024,0.000609,0.020712,0.148165,0.706534,3.871281,6.468205,11.731935,12.577924,3.170633,5.280162,1.602107,3.055339,0.837407
0.000000,0.000002,0.000318,0.002682,0.029500,0.325680,0.067630,4.538249,12.467714,13.393399,15.557851,7.217645,4.919918,0.291362,0.024535
0.000000,0.000013,0.000445,0.015235,0.076771,0.312435,2.342581,1.357163,1.366589,5.532436,16.927781,14.981832,5.429395,3.768430,0.839887
0.000000,0.000004,0.000047,0.005996,0.018481,0.077137,1.210887,1.546290,0.673277,3.561806,2.342201,0.627096,4.427847,0.761064,0.160291
0.000000,0.000008,0.000278,0.009602,0.017691,0.040277,0.594480,1.200144,4.148288,9.998841,18.777195,15.742241,4.433199,2.862864,0.715448
0.000000,0.000018,0.000572,0.014446,0.097106,0.307723,1.642005,1.700197,1.660816,7.094761,16.137701,13.284535,6.424350,2.991295,0.805303
0.000000,0.000008,0.000086,0.008403,0.030023,0.012314,0.789719,1.238280,5.432679,8.442944,16.016057,13.878174,1.472790,1.194675,0.393245
0.000000,0.000003,0.000013,0.009750,0.026360,0.002396,1.416527,1.267027,3.756956,9.544023,3.986052,4.243308,7.532421,1.600702,0.068759
0.000000,0.000002,0.000159,0.003430,0.015081,0.263932,0.050917,3.049468,7.927357,9.952481,12.816476,8.499662,0.634527,0.169841,0.164171
0.000000,0.000018,0.000416,0.014510,0.072592,0.391581,1.895078,0.342735,4.162722,6.208107,15.888839,20.078523,5.114324,3.019223,0.726784
0.000000,0.000017,0.000635,0.013860,0.096161,0.323410,1.420992,0.360134,3.483328,12.060716,27.969932,27.057434,11.803675,5.589378,0.976399
0.000000,0.000002,0.000035,0.004848,0.012211,0.091202,1.089521,1.092234,1.450510,5.049710,1.426850,3.725430,6.720421,1.612392,0.010135
0.000000,0.000011,0.000430,0.012391,0.051388,0.126762,1.263757,0.844051,4.898605,9.017800,16.620844,20.068674,6.481301,3.405365,0.750540
0.000000,0.000006,0.000128,0.007301,0.031232,0.132141,1.240945,0.262103,1.950809,0.018421,7.934835,5.396889,0.371212,1.335779,0.406775
0.000000,0.000011,0.000258,0.009178,0.041264,0.055199,0.734353,0.004732,2.850682,5.708894,11.335984,9.158788,3.267791,1.881814,0.359562
0.000000,0.000020,0.000586,0.012405,0.088671,0.340642,2.144217,0.484142,0.792311,1.255688,9.890764,5.100772,1.558705,1.072274,0.338795
0.000000,0.000002,0.000017,0.003123,0.007731,0.128924,0.339186,2.994741,6.929894,9.710447,14.945484,12.908682,2.763258,1.358641,0.451613
0.000000,0.000003,0.000074,0.005135,0.022015,0.175747,1.808320,3.446240,7.854258,12.946976,9.165315,8.492231,9.579760,1.511375,0.049041
0.000000,0.000001,0.000278,0.003161,0.001853,0.214252,0.168005,2.857200,3.477949,5.483024,6.225191,3.666889,5.167092,0.045402,0.276988
0.000000,0.000009,0.000115,0.009757,0.042886,0.072789,1.151586,0.377243,1.103055,5.022318,0.796072,2.345758,5.103398,0.973423,0.117363
0.000000,0.000010,0.000281,0.013633,0.078796,0.307587,1.799185,2.348790,0.908707,0.040275,8.429362,10.642335,4.124337,2.792124,0.546720
0.000000,0.000021,0.000448,0.011744,0.053271,0.032097,0.616094,2.300637,6.486612,11.273543,21.765726,17.168268,2.898011,1.535260,0.492357
0.000000,0.000012,0.000183,0.009565,0.025063,0.040818,0.204503,1.742390,8.125889,10.211598,20.988982,12.943177,4.178891,2.080141,0.544122
0.000000,0.000028,0.000795,0.020068,0.111476,0.425596,2.481290,1.002342,0.471385,9.454959,20.992939,18.206325,5.910917,3.789129,0.704302
0.000000,0.000002,0.000085,0.010431,0.059156,0.182612,2.230138,4.342945,8.943016,19.340423,16.267376,11.797019,10.148437,2.195929,0.059186
0.000000,0.000004,0.000118,0.009861,0.030394,0.089477,1.141526,0.302461,1.269146,4.312136,10.950189,11.279925,4.572403,2.656920,0.633727
0.000000,0.000006,0.000051,0.008582,0.048873,0.211512,1.555628,1.819821,4.136088,1.890711,4.660092,1.505199,1.822857,1.104580,0.292560
0.000000,0.000009,0.000170,0.011845,0.047782,0.062307,1.137467,0.006611,2.364116,3.877904,12.290394,12.490859,1.831949,2.290845,0.719944
0.000000,0.000002,0.000204,0.002138,0.011662,0.221796,0.107632,2.540671,3.772172,3.508661,8.796663,1.726423,2.640744,0.125308,0.041114
0.000000,0.000004,0.000061,0.005910,0.011354,0.070697,1.021531,0.704396,2.804196,0.939085,10.546127,8.319518,1.919224,0.896656,0.288079
0.000000,0.000011,0.000364,0.011776,0.064364,0.184030,1.713790,2.232696,2.189293,3.431686,1.001296,4.851097,1.813671,0.802707,0.252124
0.000000,0.000006,0.000274,0.000320,0.004999,0.127439,0.579546,0.132394,3.088061,6.845696,4.748217,8.464042,9.108105,1.368891,0.073137
